Temperature(K),Pressure(Atm),CompressibilityFactor(Z)
1013.1,987,1.291088119
1023.1,987,1.289295131
1033.1,987,1.287396605
1043.1,987,1.285709632
1053.1,987,1.283904711
1063.1,987,1.281973543
1073.1,987,1.279908009
1083.1,987,1.27803414
1093.1,987,1.276350282
1103.1,987,1.274516529
1113.1,987,1.272865446
1123.1,987,1.271052941
1133.1,987,1.269071287
1143.1,987,1.267259527
1153.1,987,1.265267578
1163.1,987,1.263438593
1173.1,987,1.261418638
1183.1,987,1.259554892
1193.1,987,1.257845999
1203.1,987,1.255932294
1213.1,987,1.254166946
1223.1,987,1.252186513
1233.1,987,1.250348097
1243.1,987,1.248650478
1253.1,987,1.246724656
1263.1,987,1.244933515
1273.1,987,1.243275919
953.1,1085.7,1.337500621
963.1,1085.7,1.335595535
973.1,1085.7,1.333649124
983.1,1085.7,1.331652641
993.1,1085.7,1.329898886
1003.1,1085.7,1.327778563
1013.1,1085.7,1.325888258
1023.1,1085.7,1.323918146
1033.1,1085.7,1.321859965
1043.1,1085.7,1.319705594
1053.1,1085.7,1.317447066
1063.1,1085.7,1.315392248
1073.1,1085.7,1.313221531
1083.1,1085.7,1.311246826
1093.1,1085.7,1.30914474
1103.1,1085.7,1.306907731
1113.1,1085.7,1.304853687
1123.1,1085.7,1.302980923
1133.1,1085.7,1.30095863
1143.1,1085.7,1.299110608
1153.1,1085.7,1.297102295
1163.1,1085.7,1.294926566
1173.1,1085.7,1.292913053
1183.1,1085.7,1.29072186
1193.1,1085.7,1.288346275
1203.1,1085.7,1.28612137
1213.1,1085.7,1.283702394
1223.1,1085.7,1.28142778
1233.1,1085.7,1.278949726
1243.1,1085.7,1.276609909
1253.1,1085.7,1.274406865
1263.1,1085.7,1.272339224
1273.1,1085.7,1.270053108
953.1,1184.4,1.374571954
963.1,1184.4,1.371894653
973.1,1184.4,1.3691826
983.1,1184.4,1.366716338
993.1,1184.4,1.364202396
1003.1,1184.4,1.361632597
1013.1,1184.4,1.359293381
1023.1,1184.4,1.356885963
1033.1,1184.4,1.354402452
1043.1,1184.4,1.35213511
1053.1,1184.4,1.349779849
1063.1,1184.4,1.347329057
1073.1,1184.4,1.345080704
1083.1,1184.4,1.342725479
1093.1,1184.4,1.340256064
1103.1,1184.4,1.337975967
1113.1,1184.4,1.335570817
1123.1,1184.4,1.333033615
1133.1,1184.4,1.330673182
1143.1,1184.4,1.328170329
1153.1,1184.4,1.325837279
1163.1,1184.4,1.323351714
1173.1,1184.4,1.320707159
1183.1,1184.4,1.318220786
1193.1,1184.4,1.315890869
1203.1,1184.4,1.313389167
1213.1,1184.4,1.31103758
1223.1,1184.4,1.308504949
1233.1,1184.4,1.306116284
1243.1,1184.4,1.303870063
1253.1,1184.4,1.301430819
1263.1,1184.4,1.299128142
1273.1,1184.4,1.296623759
953.1,1283.1,1.415860302
963.1,1283.1,1.412789405
973.1,1283.1,1.409693382
983.1,1283.1,1.406564029
993.1,1283.1,1.403393298
1003.1,1283.1,1.400458991
1013.1,1283.1,1.397470807
1023.1,1283.1,1.394421039
1033.1,1283.1,1.391302143
1043.1,1283.1,1.388398725
1053.1,1283.1,1.385414533
1063.1,1283.1,1.382342357
1073.1,1283.1,1.379471698
1083.1,1283.1,1.376501993
1093.1,1283.1,1.373725926
1103.1,1283.1,1.370840082
1113.1,1283.1,1.367837759
1123.1,1283.1,1.365016329
1133.1,1283.1,1.36206824
1143.1,1283.1,1.359293857
1153.1,1283.1,1.35638294
1163.1,1283.1,1.353638805
1173.1,1283.1,1.350748561
1183.1,1283.1,1.348018418
1193.1,1283.1,1.345446512
1203.1,1283.1,1.342715978
1213.1,1283.1,1.340137351
1223.1,1283.1,1.337708947
1233.1,1283.1,1.335109859
1243.1,1283.1,1.332654971
1253.1,1283.1,1.330342751
1263.1,1283.1,1.32817176
1273.1,1283.1,1.326140656
953.1,1381.8,1.455451819
963.1,1381.8,1.451747218
973.1,1381.8,1.448023787
983.1,1381.8,1.444550148
993.1,1381.8,1.441044653
1003.1,1381.8,1.437499525
1013.1,1381.8,1.433907154
1023.1,1381.8,1.430542426
1033.1,1381.8,1.427118432
1043.1,1381.8,1.423627934
1053.1,1381.8,1.420350344
1063.1,1381.8,1.416994893
1073.1,1381.8,1.413554705
1083.1,1381.8,1.41031357
1093.1,1381.8,1.406976963
1103.1,1381.8,1.40383151
1113.1,1381.8,1.400580204
1123.1,1381.8,1.397512484
1133.1,1381.8,1.394328867
1143.1,1381.8,1.391321571
1153.1,1381.8,1.388188651
1163.1,1381.8,1.385225068
1173.1,1381.8,1.382126444
1183.1,1381.8,1.379190431
1193.1,1381.8,1.376110262
1203.1,1381.8,1.373186223
1213.1,1381.8,1.370109212
1223.1,1381.8,1.36718208
1233.1,1381.8,1.364093467
1243.1,1381.8,1.3611487
1253.1,1381.8,1.35834601
1263.1,1381.8,1.355683721
1273.1,1381.8,1.352845927
